INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2019-037A,44365,PAYLOAD,PAINANI 1,MEX,2019-06-29,RLLC,,93.61,45.01,456,447,,,0,MEDIUM,7346,2019,37,A,Y,PAINANI 1,2019-037A,44365
1971-038A,5180,PAYLOAD,COSMOS 409,CIS,1971-04-28,PKMTR,,109.28,74.00,1210,1176,,,0,LARGE,7345,1971,38,A,Y,COSMOS 409,1971-038A,5180
1971-035B,5175,ROCKET BODY,SL-8 R/B,CIS,1971-04-23,PKMTR,,100.14,74.05,787,743,,,0,LARGE,7345,1971,35,B,Y,SL-8 R/B,1971-035B,5175
1971-035A,5174,PAYLOAD,COSMOS 407,CIS,1971-04-23,PKMTR,,100.47,74.04,794,768,,,0,LARGE,7345,1971,35,A,Y,COSMOS 407,1971-035A,5174
2000-055JY,41379,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.37,98.81,846,801,,,0,SMALL,7343,2000,55,JY,Y,NOAA 16 DEB,2000-055JY,41379
1971-028B,5118,ROCKET BODY,SL-3 R/B,CIS,1971-04-07,PKMTR,,95.07,81.26,554,490,,,0,LARGE,7345,1971,28,B,Y,SL-3 R/B,1971-028B,5118
1971-024B,5106,ROCKET BODY,THOR DELTA 1 R/B,US,1971-04-01,AFWTR,,113.49,88.16,1422,1352,,,0,MEDIUM,7345,1971,24,B,Y,THOR DELTA 1 R/B,1971-024B,5106
1971-025A,5105,PAYLOAD,COSMOS 402,CIS,1971-04-01,TTMTR,,104.88,64.98,1032,945,,,0,LARGE,7345,1971,25,A,Y,COSMOS 402,1971-025A,5105
1971-024A,5104,PAYLOAD,ISIS 2,CA,1971-04-01,AFWTR,,113.58,88.16,1426,1356,,,0,LARGE,7345,1971,24,A,Y,ISIS 2,1971-024A,5104
1999-057PX,31872,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,97.13,98.26,627,616,,,0,SMALL,7342,1999,57,PX,Y,CBERS 1 DEB,1999-057PX,31872
1987-060AG,39669,DEBRIS,COSMOS 1867 COOLANT,CIS,1987-07-10,TTMTR,,100.57,65.01,795,776,,,0,SMALL,7344,1987,60,AG,Y,COSMOS 1867 COOLANT,1987-060AG,39669
2000-055JW,41377,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.84,98.87,867,825,,,0,SMALL,7343,2000,55,JW,Y,NOAA 16 DEB,2000-055JW,41377
1971-015X,5098,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,107.69,65.84,1691,549,,,0,SMALL,7345,1971,15,X,Y,COSMOS 397 DEB,1971-015X,5098
2019-036Y,44361,TBA,OBJECT Y,US,2019-06-25,AFETR,,95.00,28.52,744,293,,,0,SMALL,7346,2019,36,Y,Y,OBJECT Y,2019-036Y,44361
1999-025CJD,31839,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.03,98.30,1184,620,,,0,SMALL,7340,1999,25,CJD,Y,FENGYUN 1C DEB,1999-025CJD,31839
2014-015C,39632,DEBRIS,DMSP 5D-3 F19 DEB,US,2014-04-03,AFWTR,,101.62,98.73,837,833,,,0,SMALL,7344,2014,15,C,Y,DMSP 5D-3 F19 DEB,2014-015C,39632
2019-036W,44359,PAYLOAD,TBEX-B,US,2019-06-25,AFETR,,94.19,28.52,668,291,,,0,MEDIUM,7346,2019,36,W,Y,TBEX-B,2019-036W,44359
1971-015CL,6844,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,105.24,65.90,1468,543,,,0,SMALL,7341,1971,15,CL,Y,COSMOS 397 DEB,1971-015CL,6844
1971-015W,5097,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,108.47,65.74,1760,552,,,0,SMALL,7345,1971,15,W,Y,COSMOS 397 DEB,1971-015W,5097
2000-055JS,41373,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.42,98.85,847,805,,,0,SMALL,7343,2000,55,JS,Y,NOAA 16 DEB,2000-055JS,41373
2000-055HW,41353,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.07,98.83,878,836,,,0,SMALL,7343,2000,55,HW,Y,NOAA 16 DEB,2000-055HW,41353
1999-025CJC,31838,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.78,98.92,874,811,,,0,SMALL,7340,1999,25,CJC,Y,FENGYUN 1C DEB,1999-025CJC,31838
1971-015S,5091,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,104.06,65.71,1367,534,,,0,MEDIUM,7345,1971,15,S,Y,COSMOS 397 DEB,1971-015S,5091
1970-089AP,5076,DEBRIS,COSMOS 374 DEB,CIS,1970-10-23,TTMTR,,112.12,62.81,2077,571,,,0,SMALL,7345,1970,89,AP,Y,COSMOS 374 DEB,1970-089AP,5076
2000-055HS,41349,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.18,98.90,846,784,,,0,SMALL,7343,2000,55,HS,Y,NOAA 16 DEB,2000-055HS,41349
1971-020C,5052,DEBRIS,SL-8 DEB,CIS,1971-03-18,PKMTR,,104.85,65.82,994,981,,,0,MEDIUM,7345,1971,20,C,Y,SL-8 DEB,1971-020C,5052
2019-036T,44356,PAYLOAD,TBEX-A,US,2019-06-25,AFETR,,94.30,28.52,675,294,,,0,MEDIUM,7346,2019,36,T,Y,TBEX-A,2019-036T,44356
1971-020B,5051,ROCKET BODY,SL-8 R/B,CIS,1971-03-18,PKMTR,,104.66,65.82,1008,949,,,0,LARGE,7345,1971,20,B,Y,SL-8 R/B,1971-020B,5051
1993-036BUG,39550,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.75,74.12,830,663,,,0,SMALL,7344,1993,36,BUG,Y,COSMOS 2251 DEB,1993-036BUG,39550
1971-020A,5050,PAYLOAD,COSMOS 400,CIS,1971-03-18,PKMTR,,104.95,65.82,997,987,,,0,LARGE,7345,1971,20,A,Y,COSMOS 400,1971-020A,5050
1971-015P,5042,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,105.78,65.61,1527,535,,,0,SMALL,7345,1971,15,P,Y,COSMOS 397 DEB,1971-015P,5042
1967-048A,2807,PAYLOAD,OPS 7218 (TRANSIT 16),US,1967-05-18,AFWTR,,106.65,89.63,1087,1055,,,0,LARGE,7346,1967,48,A,Y,OPS 7218 (TRANSIT 16),1967-048A,2807
1970-025JA,5026,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.96,100.19,1019,966,,,0,SMALL,7345,1970,25,JA,Y,THORAD AGENA D DEB,1970-025JA,5026
2018-104C,43851,ROCKET BODY,ELECTRON KICK STAGE R/B,US,2018-12-16,RLLC,,94.56,85.04,510,485,,,0,MEDIUM,7338,2018,104,C,Y,ELECTRON KICK STAGE R/B,2018-104C,43851
2018-104A,43849,PAYLOAD,AEROCUBE 11-R3,US,2018-12-16,RLLC,,94.59,85.03,512,485,,,0,MEDIUM,7338,2018,104,A,Y,AEROCUBE 11-R3,2018-104A,43849
1993-036BUE,39548,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.38,74.01,692,670,,,0,SMALL,7344,1993,36,BUE,Y,COSMOS 2251 DEB,1993-036BUE,39548
2019-036Q,44353,PAYLOAD,FORMOSAT7-6/COSMIC2-6,ROC,2019-06-25,AFETR,,99.05,24.00,723,704,,,0,LARGE,7346,2019,36,Q,Y,FORMOSAT7-6/COSMIC2-6,2019-036Q,44353
2018-102H,43838,TBA,OBJECT H,TBD,2018-12-07,JSC,,95.41,97.57,550,526,,,0,MEDIUM,7338,2018,102,H,Y,OBJECT H,2018-102H,43838
1999-025CHK,31821,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.15,98.19,1252,658,,,0,SMALL,7340,1999,25,CHK,Y,FENGYUN 1C DEB,1999-025CHK,31821
2018-102C,43833,PAYLOAD,SAUDISAT 5B,SAUD,2018-12-07,JSC,,95.46,97.57,552,530,,,0,LARGE,7338,2018,102,C,Y,SAUDISAT 5B,2018-102C,43833
2019-036J,44347,PAYLOAD,FALCONSAT-7,US,2019-06-25,AFETR,,94.75,28.53,713,301,,,0,SMALL,7346,2019,36,J,Y,FALCONSAT-7,2019-036J,44347
1999-025CHA,31812,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.82,98.95,942,842,,,0,SMALL,7340,1999,25,CHA,Y,FENGYUN 1C DEB,1999-025CHA,31812
1999-025CKB,31861,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,109.09,102.34,1587,782,,,0,SMALL,7342,1999,25,CKB,Y,FENGYUN 1C DEB,1999-025CKB,31861
1971-015J,5015,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,106.52,65.71,1591,539,,,0,MEDIUM,7345,1971,15,J,Y,COSMOS 397 DEB,1971-015J,5015
1971-015D,5010,DEBRIS,COSMOS 397 DEB,CIS,1971-02-25,TTMTR,,106.53,65.84,1591,542,,,0,SMALL,7345,1971,15,D,Y,COSMOS 397 DEB,1971-015D,5010
1999-025CJM,31847,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.77,99.13,962,818,,,0,SMALL,7342,1999,25,CJM,Y,FENGYUN 1C DEB,1999-025CJM,31847
1999-025CJJ,31844,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.01,100.31,937,771,,,0,SMALL,7342,1999,25,CJJ,Y,FENGYUN 1C DEB,1999-025CJJ,31844
1970-025HU,4998,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.44,99.93,1070,1054,,,0,SMALL,7345,1970,25,HU,Y,THORAD AGENA D DEB,1970-025HU,4998
1970-025HT,4997,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.26,99.94,948,877,,,0,SMALL,7345,1970,25,HT,Y,THORAD AGENA D DEB,1970-025HT,4997
1970-025HN,4992,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.87,99.97,1047,1024,,,0,SMALL,7345,1970,25,HN,Y,THORAD AGENA D DEB,1970-025HN,4992
1966-087D,2775,DEBRIS,DELTA 1 DEB,US,1966-10-02,AFWTR,,113.24,101.17,1471,1279,,,0,SMALL,7346,1966,87,D,Y,DELTA 1 DEB,1966-087D,2775
1970-025HM,4991,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.40,100.00,1076,1044,,,0,SMALL,7345,1970,25,HM,Y,THORAD AGENA D DEB,1970-025HM,4991
1970-025HH,4987,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.77,99.38,1106,1048,,,0,SMALL,7345,1970,25,HH,Y,THORAD AGENA D DEB,1970-025HH,4987
2019-032H,44317,ROCKET BODY,CZ-11 R/B,PRC,2019-06-05,YSLA,,92.06,44.91,491,261,,,0,LARGE,7346,2019,32,H,Y,CZ-11 R/B,2019-032H,44317
1999-025CGQ,31802,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.12,98.24,744,498,,,0,SMALL,7340,1999,25,CGQ,Y,FENGYUN 1C DEB,1999-025CGQ,31802
1967-034B,2755,ROCKET BODY,SCOUT A R/B,US,1967-04-14,AFWTR,,106.38,90.21,1077,1040,,,0,MEDIUM,7346,1967,34,B,Y,SCOUT A R/B,1967-034B,2755
1970-025HC,4982,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,107.45,99.72,1168,1049,,,0,SMALL,7345,1970,25,HC,Y,THORAD AGENA D DEB,1970-025HC,4982
2000-055HH,41305,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.60,98.75,910,853,,,0,SMALL,7343,2000,55,HH,Y,NOAA 16 DEB,2000-055HH,41305
1970-025GR,4971,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,112.18,99.90,1591,1063,,,0,SMALL,7345,1970,25,GR,Y,THORAD AGENA D DEB,1970-025GR,4971
1965-048E,2701,DEBRIS,THOR ABLESTAR DEB,US,1965-06-24,AFWTR,,105.69,89.93,1073,980,,,0,SMALL,7346,1965,48,E,Y,THOR ABLESTAR DEB,1965-048E,2701
1971-012B,4954,ROCKET BODY,THOR BURNER 2 R/B,US,1971-02-17,AFWTR,,100.12,98.60,790,738,,,0,LARGE,7345,1971,12,B,Y,THOR BURNER 2 R/B,1971-012B,4954
1967-011B,2671,ROCKET BODY,DIAMANT R/B,FR,1967-02-08,HGSTR,,100.91,39.95,1058,545,,,0,LARGE,7346,1967,11,B,Y,DIAMANT R/B,1967-011B,2671
1970-025GD,4943,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,109.94,99.65,1398,1050,,,0,SMALL,7345,1970,25,GD,Y,THORAD AGENA D DEB,1970-025GD,4943
1987-043J,44301,DEBRIS,USA 22 DEB,US,1987-05-15,AFWTR,,100.94,63.29,1253,353,,,0,SMALL,7346,1987,43,J,Y,USA 22 DEB,1987-043J,44301
1971-010A,4922,PAYLOAD,COSMOS 394,CIS,1971-02-09,PKMTR,,94.12,65.83,481,470,,,0,LARGE,7345,1971,10,A,Y,COSMOS 394,1971-010A,4922
1970-025FT,4921,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,100.75,99.75,832,757,,,0,SMALL,7345,1970,25,FT,Y,THORAD AGENA D DEB,1970-025FT,4921
1970-025FK,4913,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.93,99.85,997,798,,,0,SMALL,7345,1970,25,FK,Y,THORAD AGENA D DEB,1970-025FK,4913
1999-025CGM,31786,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.95,97.70,983,813,,,0,SMALL,7340,1999,25,CGM,Y,FENGYUN 1C DEB,1999-025CGM,31786
1999-025CHX,31833,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.89,98.24,1331,834,,,0,SMALL,7342,1999,25,CHX,Y,FENGYUN 1C DEB,1999-025CHX,31833
2019-029BL,44293,PAYLOAD,STARLINK-74,US,2019-05-24,AFETR,,93.27,53.01,436,434,,,0,LARGE,7346,2019,29,BL,Y,STARLINK-74,2019-029BL,44293
2018-099J,43766,PAYLOAD,SPAWAR-CAL-O,US,2018-12-03,AFWTR,,96.33,97.70,591,575,,,0,SMALL,7338,2018,99,J,Y,SPAWAR-CAL-O,2018-099J,43766
2019-029BJ,44291,PAYLOAD,STARLINK-77,US,2019-05-24,AFETR,,93.27,53.01,436,434,,,0,LARGE,7346,2019,29,BJ,Y,STARLINK-77,2019-029BJ,44291
2018-099D,43761,TBA,OBJECT D,TBD,2018-12-03,AFWTR,,96.31,97.71,592,572,,,0,SMALL,7338,2018,99,D,Y,OBJECT D,2018-099D,43761
1970-025EF,4851,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,97.36,99.87,635,630,,,0,SMALL,7345,1970,25,EF,Y,THORAD AGENA D DEB,1970-025EF,4851
1970-025EB,4820,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,100.45,99.71,801,758,,,0,SMALL,7345,1970,25,EB,Y,THORAD AGENA D DEB,1970-025EB,4820
1970-113B,4814,ROCKET BODY,SL-3 R/B,CIS,1970-12-18,PKMTR,,93.79,81.14,476,444,,,0,LARGE,7345,1970,113,B,Y,SL-3 R/B,1970-113B,4814
1970-108A,4799,PAYLOAD,COSMOS 385,CIS,1970-12-12,PKMTR,,104.59,74.02,978,973,,,0,LARGE,7345,1970,108,A,Y,COSMOS 385,1970-108A,4799
2018-097C,43753,PAYLOAD,COSMOS 2532,CIS,2018-11-30,PKMTR,,115.86,82.51,1509,1480,,,0,LARGE,7338,2018,97,C,Y,COSMOS 2532,2018-097C,43753
1970-102A,4783,PAYLOAD,COSMOS 381,CIS,1970-12-02,PKMTR,,104.74,74.03,1005,960,,,0,LARGE,7345,1970,102,A,Y,COSMOS 381,1970-102A,4783
1999-025CHH,31819,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.98,98.50,873,738,,,0,SMALL,7342,1999,25,CHH,Y,FENGYUN 1C DEB,1999-025CHH,31819
1970-025DS,4772,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,108.72,99.82,1307,1028,,,0,SMALL,7345,1970,25,DS,Y,THORAD AGENA D DEB,1970-025DS,4772
1999-025CFL,31761,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.56,98.69,1396,551,,,0,SMALL,7340,1999,25,CFL,Y,FENGYUN 1C DEB,1999-025CFL,31761
2018-096AC,43745,PAYLOAD,LEMUR 2 DULY,US,2018-11-29,SRI,,94.18,97.42,494,464,,,0,SMALL,7338,2018,96,AC,Y,LEMUR 2 DULY,2018-096AC,43745
2000-055EG,41227,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.28,99.04,846,793,,,0,SMALL,7343,2000,55,EG,Y,NOAA 16 DEB,2000-055EG,41227
2000-055DM,41208,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.48,98.79,902,850,,,0,SMALL,7343,2000,55,DM,Y,NOAA 16 DEB,2000-055DM,41208
1999-025CHE,31816,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.76,98.83,1031,841,,,0,SMALL,7342,1999,25,CHE,Y,FENGYUN 1C DEB,1999-025CHE,31816
1970-025DN,4768,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.12,100.12,1022,978,,,0,SMALL,7345,1970,25,DN,Y,THORAD AGENA D DEB,1970-025DN,4768
1970-025DM,4767,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.96,100.02,1032,953,,,0,MEDIUM,7345,1970,25,DM,Y,THORAD AGENA D DEB,1970-025DM,4767
1970-025DK,4765,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,99.19,99.59,767,674,,,0,MEDIUM,7345,1970,25,DK,Y,THORAD AGENA D DEB,1970-025DK,4765
2018-096S,43735,PAYLOAD,FLOCK 3R 16,US,2018-11-29,SRI,,94.17,97.42,494,463,,,0,SMALL,7338,2018,96,S,Y,FLOCK 3R 16,2018-096S,43735
2018-096Q,43733,PAYLOAD,FLOCK 3R 4,US,2018-11-29,SRI,,94.19,97.42,494,464,,,0,SMALL,7338,2018,96,Q,Y,FLOCK 3R 4,2018-096Q,43733
2018-096P,43732,PAYLOAD,LEMUR 2 KOBYSZCZE,US,2018-11-29,SRI,,94.18,97.42,494,464,,,0,SMALL,7338,2018,96,P,Y,LEMUR 2 KOBYSZCZE,2018-096P,43732
1970-025DH,4759,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.95,100.00,995,989,,,0,SMALL,7345,1970,25,DH,Y,THORAD AGENA D DEB,1970-025DH,4759
1999-025CEE,31731,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.41,99.28,838,812,,,0,SMALL,7340,1999,25,CEE,Y,FENGYUN 1C DEB,1999-025CEE,31731
2018-096L,43729,PAYLOAD,KEPLER-1 (CASE),CA,2018-11-29,SRI,,94.23,97.42,495,468,,,0,MEDIUM,7338,2018,96,L,Y,KEPLER-1 (CASE),2018-096L,43729
2018-096H,43726,PAYLOAD,FLOCK 3R 5,US,2018-11-29,SRI,,94.19,97.42,492,466,,,0,SMALL,7338,2018,96,H,Y,FLOCK 3R 5,2018-096H,43726
1970-025DD,4755,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,103.71,100.16,937,930,,,0,SMALL,7345,1970,25,DD,Y,THORAD AGENA D DEB,1970-025DD,4755
1970-025CW,4748,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.69,99.99,1031,1022,,,0,SMALL,7345,1970,25,CW,Y,THORAD AGENA D DEB,1970-025CW,4748
2018-096C,43721,PAYLOAD,FACSAT-1,COL,2018-11-29,SRI,,94.29,97.42,497,471,,,0,SMALL,7338,2018,96,C,Y,FACSAT-1,2018-096C,43721
1970-025CV,4746,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,97.94,99.99,665,655,,,0,SMALL,7345,1970,25,CV,Y,THORAD AGENA D DEB,1970-025CV,4746
1999-025CFX,31772,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.75,98.39,1001,777,,,0,SMALL,7342,1999,25,CFX,Y,FENGYUN 1C DEB,1999-025CFX,31772
1999-025CFW,31771,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.01,102.82,780,738,,,0,SMALL,7342,1999,25,CFW,Y,FENGYUN 1C DEB,1999-025CFW,31771
1970-091Y,4727,DEBRIS,COSMOS 375 DEB,CIS,1970-10-30,TTMTR,,103.01,62.69,1285,517,,,0,SMALL,7345,1970,91,Y,Y,COSMOS 375 DEB,1970-091Y,4727
1970-025CE,4720,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.85,99.99,956,831,,,0,SMALL,7345,1970,25,CE,Y,THORAD AGENA D DEB,1970-025CE,4720
1999-025CFQ,31765,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.23,99.01,1109,713,,,0,SMALL,7342,1999,25,CFQ,Y,FENGYUN 1C DEB,1999-025CFQ,31765
2019-029BE,44287,PAYLOAD,STARLINK-76,US,2019-05-24,AFETR,,93.27,52.99,435,434,,,0,LARGE,7346,2019,29,BE,Y,STARLINK-76,2019-029BE,44287
1970-089S,4711,DEBRIS,COSMOS 374 DEB,CIS,1970-10-23,TTMTR,,108.29,63.15,1674,622,,,0,SMALL,7345,1970,89,S,Y,COSMOS 374 DEB,1970-089S,4711
2018-088H,43697,PAYLOAD,LEMUR 2 CHANUSIAK,US,2018-11-11,RLLC,,94.61,85.04,509,490,,,0,SMALL,7338,2018,88,H,Y,LEMUR 2 CHANUSIAK,2018-088H,43697
1970-025BY,4710,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.28,99.97,1058,1051,,,0,SMALL,7345,1970,25,BY,Y,THORAD AGENA D DEB,1970-025BY,4710
2013-066AD,39443,PAYLOAD,QUBESCOUT-S1,US,2013-11-21,OREN,,96.26,97.51,597,562,,,0,SMALL,7344,2013,66,AD,Y,QUBESCOUT-S1,2013-066AD,39443
1970-025BJ,4685,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.27,100.14,1093,1015,,,0,MEDIUM,7345,1970,25,BJ,Y,THORAD AGENA D DEB,1970-025BJ,4685
1999-025CFA,31751,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.98,98.87,801,714,,,0,SMALL,7342,1999,25,CFA,Y,FENGYUN 1C DEB,1999-025CFA,31751
1999-025CET,31744,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.63,99.38,1230,631,,,0,SMALL,7342,1999,25,CET,Y,FENGYUN 1C DEB,1999-025CET,31744
1970-025AZ,4676,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.29,100.04,1059,1051,,,0,MEDIUM,7345,1970,25,AZ,Y,THORAD AGENA D DEB,1970-025AZ,4676
2018-084L,43682,ROCKET BODY,H-2A R/B,JPN,2018-10-29,TNSTA,,95.82,98.90,598,518,,,0,LARGE,7338,2018,84,L,Y,H-2A R/B,2018-084L,43682
2019-029BD,44286,PAYLOAD,STARLINK-75,US,2019-05-24,AFETR,,92.32,53.01,389,387,,,0,LARGE,7346,2019,29,BD,Y,STARLINK-75,2019-029BD,44286
2013-066AC,39442,PAYLOAD,PUCP-SAT 1,PER,2013-11-21,OREN,,96.58,97.50,617,572,,,0,SMALL,7344,2013,66,AC,Y,PUCP-SAT 1,2013-066AC,39442
1970-025AY,4675,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.57,99.94,1069,1066,,,0,LARGE,7345,1970,25,AY,Y,THORAD AGENA D DEB,1970-025AY,4675
1970-025AR,4657,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.15,100.06,1014,989,,,0,LARGE,7345,1970,25,AR,Y,THORAD AGENA D DEB,1970-025AR,4657
2007-026A,31698,PAYLOAD,TERRA SAR X,GER,2007-06-15,TTMTR,,94.79,97.45,510,507,,,0,LARGE,7340,2007,26,A,Y,TERRA SAR X,2007-026A,31698
1970-025AM,4653,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,100.78,100.00,819,772,,,0,SMALL,7345,1970,25,AM,Y,THORAD AGENA D DEB,1970-025AM,4653
2019-029AZ,44282,PAYLOAD,STARLINK-80,US,2019-05-24,AFETR,,94.40,53.02,492,488,,,0,LARGE,7346,2019,29,AZ,Y,STARLINK-80,2019-029AZ,44282
2019-029AX,44280,PAYLOAD,STARLINK-38,US,2019-05-24,AFETR,,93.27,53.00,436,434,,,0,LARGE,7346,2019,29,AX,Y,STARLINK-38,2019-029AX,44280
1970-025AD,4645,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,111.97,99.93,1572,1063,,,0,SMALL,7345,1970,25,AD,Y,THORAD AGENA D DEB,1970-025AD,4645
2018-081D,43660,DEBRIS,CZ-4B DEB,PRC,2018-10-24,TSC,,103.61,99.31,940,919,,,0,SMALL,7338,2018,81,D,Y,CZ-4B DEB,2018-081D,43660
1999-025CCU,31686,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.84,98.39,1030,473,,,0,SMALL,7340,1999,25,CCU,Y,FENGYUN 1C DEB,1999-025CCU,31686
1999-025CCF,31673,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.83,99.37,893,703,,,0,SMALL,7340,1999,25,CCF,Y,FENGYUN 1C DEB,1999-025CCF,31673
1970-025AB,4643,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.33,99.65,1064,1048,,,0,MEDIUM,7345,1970,25,AB,Y,THORAD AGENA D DEB,1970-025AB,4643
2000-055CV,41162,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,102.12,98.83,883,835,,,0,SMALL,7343,2000,55,CV,Y,NOAA 16 DEB,2000-055CV,41162
1970-025U,4636,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.25,99.95,1031,982,,,0,MEDIUM,7345,1970,25,U,Y,THORAD AGENA D DEB,1970-025U,4636
1999-025CBZ,31667,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.37,98.98,862,784,,,0,SMALL,7340,1999,25,CBZ,Y,FENGYUN 1C DEB,1999-025CBZ,31667
1999-025CER,31742,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.64,98.84,852,726,,,0,SMALL,7342,1999,25,CER,Y,FENGYUN 1C DEB,1999-025CER,31742
1999-025CBM,31655,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.77,99.30,1326,828,,,0,SMALL,7340,1999,25,CBM,Y,FENGYUN 1C DEB,1999-025CBM,31655
1999-025CBG,31650,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.25,95.21,936,605,,,0,SMALL,7340,1999,25,CBG,Y,FENGYUN 1C DEB,1999-025CBG,31650
