INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1999-025CTQ,32170,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.06,99.10,603,537,,,0,SMALL,7340,1999,25,CTQ,Y,FENGYUN 1C DEB,1999-025CTQ,32170
1999-025CTG,32162,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.09,99.48,812,714,,,0,SMALL,7340,1999,25,CTG,Y,FENGYUN 1C DEB,1999-025CTG,32162
1999-025CSY,32154,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,95.22,99.03,558,500,,,0,SMALL,7340,1999,25,CSY,Y,FENGYUN 1C DEB,1999-025CSY,32154
2019-010C,44059,PAYLOAD,ONEWEB-0008,UK,2019-02-27,FRGUI,,108.94,87.92,1179,1176,,,0,LARGE,7338,2019,10,C,Y,ONEWEB-0008,2019-010C,44059
2016-040E,41603,PAYLOAD,LAPAN A3,INDO,2016-06-22,SRI,,94.75,97.31,515,497,,,0,MEDIUM,7343,2016,40,E,Y,LAPAN A3,2016-040E,41603
1977-118C,10519,DEBRIS,DELTA 1 DEB *,US,1977-12-15,AFETR,,108.59,29.06,1788,535,,,0,SMALL,7337,1977,118,C,Y,DELTA 1 DEB *,1977-118C,10519
1999-025CRX,32129,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.32,99.10,935,802,,,0,SMALL,7340,1999,25,CRX,Y,FENGYUN 1C DEB,1999-025CRX,32129
1999-025CRM,32119,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.06,99.89,971,836,,,0,SMALL,7342,1999,25,CRM,Y,FENGYUN 1C DEB,1999-025CRM,32119
1972-022B,5918,ROCKET BODY,SL-3 R/B,CIS,1972-03-30,PKMTR,,102.43,81.24,917,830,,,0,LARGE,7345,1972,22,B,Y,SL-3 R/B,1972-022B,5918
1972-019B,5907,ROCKET BODY,SL-8 R/B,CIS,1972-03-25,PKMTR,,108.90,82.97,1192,1160,,,0,LARGE,7345,1972,19,B,Y,SL-8 R/B,1972-019B,5907
1999-025CRK,32117,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.78,98.79,865,821,,,0,SMALL,7342,1999,25,CRK,Y,FENGYUN 1C DEB,1999-025CRK,32117
1972-019A,5905,PAYLOAD,COSMOS 480,CIS,1972-03-25,PKMTR,,109.10,82.97,1199,1171,,,0,LARGE,7345,1972,19,A,Y,COSMOS 480,1972-019A,5905
2017-049A,42920,PAYLOAD,FORMOSAT-5,ROC,2017-08-24,AFWTR,,99.25,98.30,730,716,,,0,LARGE,7339,2017,49,A,Y,FORMOSAT-5,2017-049A,42920
1977-065EL,10478,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,102.67,29.27,1284,486,,,0,SMALL,7337,1977,65,EL,Y,DELTA 1 DEB,1977-065EL,10478
1972-018B,5904,ROCKET BODY,THOR BURNER 2 R/B,US,1972-03-24,AFWTR,,101.16,98.90,847,780,,,0,LARGE,7345,1972,18,B,Y,THOR BURNER 2 R/B,1972-018B,5904
1976-067AK,10466,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,115.29,65.84,2035,902,,,0,SMALL,7337,1976,67,AK,Y,COSMOS 839 DEB,1976-067AK,10466
1976-067AJ,10465,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,114.47,65.57,2009,853,,,0,SMALL,7337,1976,67,AJ,Y,COSMOS 839 DEB,1976-067AJ,10465
1999-025CQV,32103,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,98.09,96.72,718,616,,,0,SMALL,7342,1999,25,CQV,Y,FENGYUN 1C DEB,1999-025CQV,32103
1977-107A,10459,PAYLOAD,COSMOS 962,CIS,1977-10-28,PKMTR,,104.75,82.95,1005,961,,,0,LARGE,7337,1977,107,A,Y,COSMOS 962,1977-107A,10459
1999-025CQR,32099,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.23,98.27,1234,682,,,0,SMALL,7342,1999,25,CQR,Y,FENGYUN 1C DEB,1999-025CQR,32099
1999-025CQP,32097,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.95,99.10,702,523,,,0,SMALL,7342,1999,25,CQP,Y,FENGYUN 1C DEB,1999-025CQP,32097
1976-067AE,10453,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,115.92,65.81,2058,936,,,0,SMALL,7337,1976,67,AE,Y,COSMOS 839 DEB,1976-067AE,10453
1976-067AD,10452,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,119.41,65.85,2131,1178,,,0,SMALL,7337,1976,67,AD,Y,COSMOS 839 DEB,1976-067AD,10452
1972-018A,5903,PAYLOAD,OPS 5058 (DMSP 5B F2),US,1972-03-24,AFWTR,,101.11,98.93,848,775,,,0,MEDIUM,7345,1972,18,A,Y,OPS 5058 (DMSP 5B F2),1972-018A,5903
1994-029AFY,39925,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,95.52,81.49,605,483,,,0,SMALL,7344,1994,29,AFY,Y,PEGASUS DEB,1994-029AFY,39925
1976-067X,10446,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,118.35,65.88,2116,1097,,,0,SMALL,7337,1976,67,X,Y,COSMOS 839 DEB,1976-067X,10446
1970-025ML,5842,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,98.73,99.99,723,673,,,0,SMALL,7345,1970,25,ML,Y,THORAD AGENA D DEB,1970-025ML,5842
1994-029AFS,39919,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,100.61,81.85,999,576,,,0,SMALL,7344,1994,29,AFS,Y,PEGASUS DEB,1994-029AFS,39919
1976-067T,10442,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,118.36,66.01,2135,1079,,,0,SMALL,7337,1976,67,T,Y,COSMOS 839 DEB,1976-067T,10442
1976-067P,10438,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,119.09,65.94,2161,1119,,,0,SMALL,7337,1976,67,P,Y,COSMOS 839 DEB,1976-067P,10438
1999-057QV,32081,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,96.64,98.24,609,586,,,0,SMALL,7342,1999,57,QV,Y,CBERS 1 DEB,1999-057QV,32081
1976-067M,10436,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,116.34,66.02,2066,967,,,0,SMALL,7337,1976,67,M,Y,COSMOS 839 DEB,1976-067M,10436
1976-067L,10417,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,115.50,65.58,2060,896,,,0,SMALL,7337,1976,67,L,Y,COSMOS 839 DEB,1976-067L,10417
1961-015JX,5748,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,105.54,67.56,1115,924,,,0,SMALL,7345,1961,15,JX,Y,THOR ABLESTAR DEB,1961-015JX,5748
1971-120B,5732,ROCKET BODY,SL-3 R/B,CIS,1971-12-29,PKMTR,,102.42,81.25,910,836,,,0,LARGE,7345,1971,120,B,Y,SL-3 R/B,1971-120B,5732
2017-042AY,42871,PAYLOAD,FLOCK 2K 29,US,2017-07-14,TTMTR,,93.42,96.89,448,436,,,0,SMALL,7339,2017,42,AY,Y,FLOCK 2K 29,2017-042AY,42871
1994-029AFQ,39917,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,106.31,82.14,1537,574,,,0,SMALL,7344,1994,29,AFQ,Y,PEGASUS DEB,1994-029AFQ,39917
1971-120A,5731,PAYLOAD,METEOR 1-10,CIS,1971-12-29,PKMTR,,102.02,81.26,872,837,,,0,LARGE,7345,1971,120,A,Y,METEOR 1-10,1971-120A,5731
1976-067E,10411,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,117.16,66.02,2072,1035,,,0,SMALL,7337,1976,67,E,Y,COSMOS 839 DEB,1976-067E,10411
2019-006DM,44463,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,,101.15,95.86,1354,272,,,0,SMALL,7346,2019,6,DM,Y,MICROSAT-R DEB,2019-006DM,44463
1993-016CL,39910,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,97.50,70.99,645,633,,,0,SMALL,7344,1993,16,CL,Y,SL-16 DEB,1993-016CL,39910
1974-089EH,10392,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,114.28,101.52,1461,1384,,,0,SMALL,7337,1974,89,EH,Y,THORAD DELTA 1 DEB,1974-089EH,10392
1971-119B,5730,ROCKET BODY,SL-8 R/B,CIS,1971-12-27,PKMTR,,102.55,73.89,1380,379,,,0,LARGE,7345,1971,119,B,Y,SL-8 R/B,1971-119B,5730
1999-057QP,32075,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,94.80,98.21,510,508,,,0,SMALL,7342,1999,57,QP,Y,CBERS 1 DEB,1999-057QP,32075
1971-119A,5729,PAYLOAD,AUREOLE 1,FR,1971-12-27,PKMTR,,104.61,73.96,1566,386,,,0,LARGE,7345,1971,119,A,Y,AUREOLE 1,1971-119A,5729
1999-057QL,32072,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,98.39,98.40,687,676,,,0,SMALL,7342,1999,57,QL,Y,CBERS 1 DEB,1999-057QL,32072
1977-065DC,10306,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,106.20,29.11,1573,528,,,0,SMALL,7337,1977,65,DC,Y,DELTA 1 DEB,1977-065DC,10306
1992-093LS,39864,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,102.24,71.15,954,776,,,0,SMALL,7344,1992,93,LS,Y,SL-16 DEB,1992-093LS,39864
1992-093LH,39855,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.04,70.52,831,691,,,0,SMALL,7344,1992,93,LH,Y,SL-16 DEB,1992-093LH,39855
1971-117A,5721,PAYLOAD,COSMOS 469,CIS,1971-12-25,TTMTR,,104.65,64.49,1003,953,,,0,LARGE,7345,1971,117,A,Y,COSMOS 469,1971-117A,5721
2017-036AE,42793,PAYLOAD,CICERO 6,US,2017-06-23,SRI,,94.54,97.30,504,489,,,0,MEDIUM,7339,2017,36,AE,Y,CICERO 6,2017-036AE,42793
1992-093KY,39846,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.81,71.28,866,728,,,0,SMALL,7344,1992,93,KY,Y,SL-16 DEB,1992-093KY,39846
1991-009DV,39837,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,110.33,73.82,1271,1212,,,0,SMALL,7344,1991,9,DV,Y,SL-8 DEB,1991-009DV,39837
1961-015JS,5715,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,105.86,66.57,1159,910,,,0,SMALL,7345,1961,15,JS,Y,THOR ABLESTAR DEB,1961-015JS,5715
1987-020ES,39818,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.24,73.62,1491,1441,,,0,SMALL,7344,1987,20,ES,Y,COSMOS 1823 DEB,1987-020ES,39818
1977-065CN,10261,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,99.35,29.02,977,478,,,0,SMALL,7337,1977,65,CN,Y,DELTA 1 DEB,1977-065CN,10261
1986-014J,44435,DEBRIS,USA 15 DEB,US,1986-02-09,AFWTR,,98.52,63.29,1037,339,,,0,SMALL,7346,1986,14,J,Y,USA 15 DEB,1986-014J,44435
1971-114B,5707,ROCKET BODY,SL-8 R/B,CIS,1971-12-17,PKMTR,,100.08,74.03,780,745,,,0,LARGE,7345,1971,114,B,Y,SL-8 R/B,1971-114B,5707
1999-025CRC,32110,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.76,99.56,870,814,,,0,SMALL,7340,1999,25,CRC,Y,FENGYUN 1C DEB,1999-025CRC,32110
1977-065BM,10234,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,100.40,28.96,1091,464,,,0,LARGE,7337,1977,65,BM,Y,DELTA 1 DEB,1977-065BM,10234
2019-038AA,44410,PAYLOAD,D STAR ONE (EXOCONNECT),GER,2019-07-05,VOSTO,,95.19,97.54,544,511,,,0,SMALL,7346,2019,38,AA,Y,D STAR ONE (EXOCONNECT),2019-038AA,44410
2019-038U,44404,PAYLOAD,CARBONIX,GER,2019-07-05,VOSTO,,95.21,97.54,545,512,,,0,SMALL,7346,2019,38,U,Y,CARBONIX,2019-038U,44404
1971-114A,5705,PAYLOAD,COSMOS 468,CIS,1971-12-17,PKMTR,,100.30,74.02,783,762,,,0,LARGE,7345,1971,114,A,Y,COSMOS 468,1971-114A,5705
1977-065AX,10220,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,104.71,29.14,1338,624,,,0,SMALL,7337,1977,65,AX,Y,DELTA 1 DEB,1977-065AX,10220
2000-055NG,41532,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.69,98.82,847,830,,,0,SMALL,7343,2000,55,NG,Y,NOAA 16 DEB,2000-055NG,41532
1970-025LZ,5694,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,97.93,99.81,671,648,,,0,SMALL,7345,1970,25,LZ,Y,THORAD AGENA D DEB,1970-025LZ,5694
1971-111A,5683,PAYLOAD,COSMOS 465,CIS,1971-12-15,PKMTR,,104.79,74.03,1005,964,,,0,LARGE,7345,1971,111,A,Y,COSMOS 465,1971-111A,5683
1977-065AH,10204,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,99.71,28.84,961,529,,,0,SMALL,7337,1977,65,AH,Y,DELTA 1 DEB,1977-065AH,10204
1977-065N,10184,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,107.26,29.08,1687,513,,,0,LARGE,7337,1977,65,N,Y,DELTA 1 DEB,1977-065N,10184
1977-065F,10177,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,103.17,28.23,1318,498,,,0,SMALL,7337,1977,65,F,Y,DELTA 1 DEB,1977-065F,10177
2000-055NB,41527,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.98,99.02,840,770,,,0,SMALL,7343,2000,55,NB,Y,NOAA 16 DEB,2000-055NB,41527
2019-038R,44401,TBA,OBJECT R,TBD,2019-07-05,VOSTO,,95.22,97.54,548,511,,,0,MEDIUM,7346,2019,38,R,Y,OBJECT R,2019-038R,44401
1971-089A,5560,PAYLOAD,ASTEX 1,US,1971-10-17,AFWTR,,99.44,92.70,742,722,,,0,LARGE,7345,1971,89,A,Y,ASTEX 1,1971-089A,5560
2000-055LZ,41501,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.81,98.70,836,759,,,0,SMALL,7343,2000,55,LZ,Y,NOAA 16 DEB,2000-055LZ,41501
1971-087B,5556,ROCKET BODY,THOR BURNER 2 R/B,US,1971-10-14,AFWTR,,101.19,99.06,860,771,,,0,LARGE,7345,1971,87,B,Y,THOR BURNER 2 R/B,1971-087B,5556
1999-025CPN,31985,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.49,98.11,944,714,,,0,SMALL,7342,1999,25,CPN,Y,FENGYUN 1C DEB,1999-025CPN,31985
1999-025CPA,31973,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.85,98.34,917,776,,,0,SMALL,7342,1999,25,CPA,Y,FENGYUN 1C DEB,1999-025CPA,31973
2000-055LQ,41492,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,103.90,98.82,1040,846,,,0,SMALL,7343,2000,55,LQ,Y,NOAA 16 DEB,2000-055LQ,41492
1971-086J,5555,ROCKET BODY,SL-8 R/B,CIS,1971-10-13,PKMTR,,117.36,74.02,1623,1502,,,0,LARGE,7345,1971,86,J,Y,SL-8 R/B,1971-086J,5555
1999-025CNQ,31963,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.78,101.71,1223,652,,,0,SMALL,7342,1999,25,CNQ,Y,FENGYUN 1C DEB,1999-025CNQ,31963
1971-086H,5554,PAYLOAD,COSMOS 451,CIS,1971-10-13,PKMTR,,116.67,74.03,1573,1489,,,0,MEDIUM,7345,1971,86,H,Y,COSMOS 451,1971-086H,5554
1999-025CNK,31958,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,95.46,98.91,559,522,,,0,SMALL,7342,1999,25,CNK,Y,FENGYUN 1C DEB,1999-025CNK,31958
1971-086G,5553,PAYLOAD,COSMOS 450,CIS,1971-10-13,PKMTR,,115.88,74.03,1529,1462,,,0,MEDIUM,7345,1971,86,G,Y,COSMOS 450,1971-086G,5553
1999-025CNF,31954,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.99,98.11,969,831,,,0,SMALL,7342,1999,25,CNF,Y,FENGYUN 1C DEB,1999-025CNF,31954
1971-086D,5550,PAYLOAD,COSMOS 447,CIS,1971-10-13,PKMTR,,115.15,74.03,1514,1410,,,0,MEDIUM,7345,1971,86,D,Y,COSMOS 447,1971-086D,5550
1971-086B,5548,PAYLOAD,COSMOS 445,CIS,1971-10-13,PKMTR,,114.45,74.03,1511,1350,,,0,MEDIUM,7345,1971,86,B,Y,COSMOS 445,1971-086B,5548
2016-025C,41458,PAYLOAD,OUFTI-1,BEL,2016-04-25,FRGUI,,95.56,98.11,659,433,,,0,SMALL,7343,2016,25,C,Y,OUFTI-1,2016-025C,41458
1999-025CMY,31947,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.19,98.74,819,716,,,0,SMALL,7342,1999,25,CMY,Y,FENGYUN 1C DEB,1999-025CMY,31947
1999-025CQE,32088,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,109.26,102.40,1509,876,,,0,SMALL,7340,1999,25,CQE,Y,FENGYUN 1C DEB,1999-025CQE,32088
2019-038K,44395,TBA,OBJECT K,TBD,2019-07-05,VOSTO,,95.24,97.54,549,512,,,0,MEDIUM,7346,2019,38,K,Y,OBJECT K,2019-038K,44395
2019-038B,44388,TBA,OBJECT B,TBD,2019-07-05,VOSTO,,96.20,97.73,592,560,,,0,SMALL,7346,2019,38,B,Y,OBJECT B,2019-038B,44388
1970-025LG,5502,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,100.04,99.53,784,737,,,0,SMALL,7345,1970,25,LG,Y,THORAD AGENA D DEB,1970-025LG,5502
1999-025CQD,32087,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.34,98.63,699,564,,,0,SMALL,7340,1999,25,CQD,Y,FENGYUN 1C DEB,1999-025CQD,32087
2019-008A,44047,PAYLOAD,EGYPTSAT A,EGYP,2019-02-21,TTMTR,,97.81,98.01,655,653,,,0,LARGE,7338,2019,8,A,Y,EGYPTSAT A,2019-008A,44047
1970-067D,5447,DEBRIS,SCOUT A DEB,US,1970-08-27,AFWTR,,108.80,89.86,1409,934,,,0,SMALL,7345,1970,67,D,Y,SCOUT A DEB,1970-067D,5447
1971-071B,5438,ROCKET BODY,SCOUT B-1 R/B,US,1971-08-16,WLPIS,,98.78,50.15,777,624,,,0,MEDIUM,7345,1971,71,B,Y,SCOUT B-1 R/B,1971-071B,5438
2018-092D,44042,TBA,OBJECT B,TBD,2018-11-17,WLPIS,,93.64,51.64,455,451,,,0,SMALL,7338,2018,92,D,Y,OBJECT B,2018-092D,44042
2018-092C,44041,TBA,OBJECT A,TBD,2018-11-17,WLPIS,,93.64,51.64,455,450,,,0,SMALL,7338,2018,92,C,Y,OBJECT A,2018-092C,44041
2000-055LM,41432,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,99.73,98.83,822,670,,,0,SMALL,7343,2000,55,LM,Y,NOAA 16 DEB,2000-055LM,41432
1971-067B,5397,ROCKET BODY,OV1-21 R/B,US,1971-08-07,AFWTR,,101.59,87.63,893,774,,,0,LARGE,7345,1971,67,B,Y,OV1-21 R/B,1971-067B,5397
1971-067K,5395,ROCKET BODY,OV1-20/OV1-21 AKM,US,1971-08-07,AFWTR,,100.19,87.62,811,723,,,0,LARGE,7345,1971,67,K,Y,OV1-20/OV1-21 AKM,1971-067K,5395
2000-055LH,41428,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.68,98.84,851,825,,,0,SMALL,7343,2000,55,LH,Y,NOAA 16 DEB,2000-055LH,41428
2000-055LE,41425,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,100.92,98.94,841,764,,,0,SMALL,7343,2000,55,LE,Y,NOAA 16 DEB,2000-055LE,41425
2019-036AB,44386,PAYLOAD,PROMETHEUS 2-6,US,2019-06-25,AFETR,,95.34,28.53,770,301,,,0,MEDIUM,7346,2019,36,AB,Y,PROMETHEUS 2-6,2019-036AB,44386
2000-055LC,41423,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.61,98.78,846,824,,,0,SMALL,7343,2000,55,LC,Y,NOAA 16 DEB,2000-055LC,41423
1970-025KX,5392,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.59,100.05,918,845,,,0,SMALL,7345,1970,25,KX,Y,THORAD AGENA D DEB,1970-025KX,5392
2000-055KU,41415,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.75,98.82,847,836,,,0,SMALL,7343,2000,55,KU,Y,NOAA 16 DEB,2000-055KU,41415
1967-092A,2965,PAYLOAD,OPS 4947 (TRANSIT 17),US,1967-09-25,AFWTR,,106.43,89.27,1095,1027,,,0,LARGE,7346,1967,92,A,Y,OPS 4947 (TRANSIT 17),1967-092A,2965
1999-025CMA,31923,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.69,98.39,1309,837,,,0,SMALL,7342,1999,25,CMA,Y,FENGYUN 1C DEB,1999-025CMA,31923
2000-055KD,41400,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.67,98.81,855,820,,,0,SMALL,7343,2000,55,KD,Y,NOAA 16 DEB,2000-055KD,41400
1971-067N,5384,DEBRIS,OV1-20/OV1-21 DEB,US,1971-08-07,AFWTR,,101.14,87.63,870,755,,,0,MEDIUM,7345,1971,67,N,Y,OV1-20/OV1-21 DEB,1971-067N,5384
2000-055KB,41398,DEBRIS,NOAA 16 DEB,US,2000-09-21,AFWTR,,101.61,98.83,851,819,,,0,SMALL,7343,2000,55,KB,Y,NOAA 16 DEB,2000-055KB,41398
1971-024C,5360,DEBRIS,THOR DELTA 1 DEB,US,1971-04-01,AFWTR,,113.58,88.29,1424,1357,,,0,SMALL,7345,1971,24,C,Y,THOR DELTA 1 DEB,1971-024C,5360
1970-025KN,5349,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.87,99.85,948,841,,,0,SMALL,7345,1970,25,KN,Y,THORAD AGENA D DEB,1970-025KN,5349
1998-067QK,44385,PAYLOAD,IOD-1_GEMS,UK,1998-11-20,TTMTR,,92.29,51.64,388,385,,,0,MEDIUM,7346,1998,67,QK,Y,IOD-1_GEMS,1998-067QK,44385
2019-006DE,44383,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,,102.43,96.18,1468,279,,,0,SMALL,7346,2019,6,DE,Y,MICROSAT-R DEB,2019-006DE,44383
1999-025CQA,31997,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.48,102.52,1296,831,,,0,SMALL,7340,1999,25,CQA,Y,FENGYUN 1C DEB,1999-025CQA,31997
2019-006DD,44382,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,,93.93,94.69,674,259,,,0,SMALL,7346,2019,6,DD,Y,MICROSAT-R DEB,2019-006DD,44382
1999-025CPG,31979,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,106.14,99.38,1266,829,,,0,SMALL,7340,1999,25,CPG,Y,FENGYUN 1C DEB,1999-025CPG,31979
1999-025CLX,31920,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.01,98.76,736,494,,,0,SMALL,7342,1999,25,CLX,Y,FENGYUN 1C DEB,1999-025CLX,31920
2019-006DC,44381,DEBRIS,MICROSAT-R DEB,IND,2019-01-24,SRI,,99.16,94.64,1168,269,,,0,SMALL,7346,2019,6,DC,Y,MICROSAT-R DEB,2019-006DC,44381
1999-025CNZ,31972,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.42,99.20,930,817,,,0,SMALL,7340,1999,25,CNZ,Y,FENGYUN 1C DEB,1999-025CNZ,31972
2019-036Z,44375,TBA,OBJECT Z,US,2019-06-25,AFETR,,94.84,28.52,721,300,,,0,SMALL,7346,2019,36,Z,Y,OBJECT Z,2019-036Z,44375
1999-025CNL,31959,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.38,98.60,853,795,,,0,SMALL,7340,1999,25,CNL,Y,FENGYUN 1C DEB,1999-025CNL,31959
1999-025CNJ,31957,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.26,99.52,810,732,,,0,SMALL,7340,1999,25,CNJ,Y,FENGYUN 1C DEB,1999-025CNJ,31957
2019-037K,44374,PAYLOAD,PROMETHEUS 2-7,US,2019-06-29,RLLC,,93.49,45.01,450,440,,,0,SMALL,7346,2019,37,K,Y,PROMETHEUS 2-7,2019-037K,44374
1999-025CND,31952,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.61,98.99,832,647,,,0,SMALL,7340,1999,25,CND,Y,FENGYUN 1C DEB,1999-025CND,31952
1991-009DG,39693,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.95,74.03,1692,1485,,,0,SMALL,7344,1991,9,DG,Y,SL-8 DEB,1991-009DG,39693
2019-005A,43942,PAYLOAD,LINGQUE 1A,PRC,2019-01-21,JSC,,94.93,97.51,526,504,,,0,MEDIUM,7338,2019,5,A,Y,LINGQUE 1A,2019-005A,43942
1971-041H,5217,PAYLOAD,COSMOS 418,CIS,1971-05-07,PKMTR,,114.78,74.01,1493,1398,,,0,MEDIUM,7345,1971,41,H,Y,COSMOS 418,1971-041H,5217
1971-041F,5215,PAYLOAD,COSMOS 416,CIS,1971-05-07,PKMTR,,114.46,74.02,1491,1371,,,0,MEDIUM,7345,1971,41,F,Y,COSMOS 416,1971-041F,5215
1971-041E,5214,PAYLOAD,COSMOS 415,CIS,1971-05-07,PKMTR,,115.43,74.02,1500,1450,,,0,MEDIUM,7345,1971,41,E,Y,COSMOS 415,1971-041E,5214
2019-003B,43933,PAYLOAD,ORIGAMISAT-1,JPN,2019-01-18,KSCUT,,94.61,97.23,511,488,,,0,SMALL,7338,2019,3,B,Y,ORIGAMISAT-1,2019-003B,43933
2019-002K,43931,PAYLOAD,IRIDIUM 167,US,2019-01-11,AFWTR,,100.40,86.40,780,775,,,0,LARGE,7338,2019,2,K,Y,IRIDIUM 167,2019-002K,43931
1971-041B,5211,PAYLOAD,COSMOS 412,CIS,1971-05-07,PKMTR,,116.14,74.02,1535,1480,,,0,MEDIUM,7345,1971,41,B,Y,COSMOS 412,1971-041B,5211
1971-041A,5210,PAYLOAD,COSMOS 411,CIS,1971-05-07,PKMTR,,113.84,74.02,1490,1316,,,0,MEDIUM,7345,1971,41,A,Y,COSMOS 411,1971-041A,5210
